"行政区域代码
更新时间: 2020.1
数据来源: http://www.mca.gov.cn/article/sj/xzqh/2020/2020/202003061536.html"						
序号	名称	区域编码	父级区域编码	区域等级	全称	
area_id	area_name	area_code	area_parentcode	area_level	area_allname	
2554	都匀市	522701	522700	3	贵州省/黔南布依族苗族自治州/都匀市	
2555	福泉市	522702	522700	3	贵州省/黔南布依族苗族自治州/福泉市	
2556	荔波县	522722	522700	3	贵州省/黔南布依族苗族自治州/荔波县	
2557	贵定县	522723	522700	3	贵州省/黔南布依族苗族自治州/贵定县	
2558	瓮安县	522725	522700	3	贵州省/黔南布依族苗族自治州/瓮安县	
2559	独山县	522726	522700	3	贵州省/黔南布依族苗族自治州/独山县	
2560	平塘县	522727	522700	3	贵州省/黔南布依族苗族自治州/平塘县	
2561	罗甸县	522728	522700	3	贵州省/黔南布依族苗族自治州/罗甸县	
2562	长顺县	522729	522700	3	贵州省/黔南布依族苗族自治州/长顺县	
2563	龙里县	522730	522700	3	贵州省/黔南布依族苗族自治州/龙里县	
2564	惠水县	522731	522700	3	贵州省/黔南布依族苗族自治州/惠水县	
2565	三都水族自治县	522732	522700	3	贵州省/黔南布依族苗族自治州/三都水族自治县	
2566	云南省	530000	000000	1	云南省	
2567	昆明市	530100	530000	2	云南省/昆明市	
2568	五华区	530102	530100	3	云南省/昆明市/五华区	
2569	盘龙区	530103	530100	3	云南省/昆明市/盘龙区	
2570	官渡区	530111	530100	3	云南省/昆明市/官渡区	
2571	西山区	530112	530100	3	云南省/昆明市/西山区	
2572	东川区	530113	530100	3	云南省/昆明市/东川区	
2573	呈贡区	530114	530100	3	云南省/昆明市/呈贡区	
2574	晋宁区	530115	530100	3	云南省/昆明市/晋宁区	
2575	富民县	530124	530100	3	云南省/昆明市/富民县	
2576	宜良县	530125	530100	3	云南省/昆明市/宜良县	
2577	石林彝族自治县	530126	530100	3	云南省/昆明市/石林彝族自治县	
2578	嵩明县	530127	530100	3	云南省/昆明市/嵩明县	
2579	禄劝彝族苗族自治县	530128	530100	3	云南省/昆明市/禄劝彝族苗族自治县	
2580	寻甸回族彝族自治县	530129	530100	3	云南省/昆明市/寻甸回族彝族自治县	
2581	安宁市	530181	530100	3	云南省/昆明市/安宁市	
2582	曲靖市	530300	530000	2	云南省/曲靖市	
2583	麒麟区	530302	530300	3	云南省/曲靖市/麒麟区	
2584	沾益区	530303	530300	3	云南省/曲靖市/沾益区	
2585	马龙区	530304	530300	3	云南省/曲靖市/马龙区	
2586	陆良县	530322	530300	3	云南省/曲靖市/陆良县	
2587	师宗县	530323	530300	3	云南省/曲靖市/师宗县	
2588	罗平县	530324	530300	3	云南省/曲靖市/罗平县	
2589	富源县	530325	530300	3	云南省/曲靖市/富源县	
2590	会泽县	530326	530300	3	云南省/曲靖市/会泽县	
2591	宣威市	530381	530300	3	云南省/曲靖市/宣威市	
2592	玉溪市	530400	530000	2	云南省/玉溪市	
2593	红塔区	530402	530400	3	云南省/玉溪市/红塔区	
2594	江川区	530403	530400	3	云南省/玉溪市/江川区	
2595	通海县	530423	530400	3	云南省/玉溪市/通海县	
2596	华宁县	530424	530400	3	云南省/玉溪市/华宁县	
2597	易门县	530425	530400	3	云南省/玉溪市/易门县	
2598	峨山彝族自治县	530426	530400	3	云南省/玉溪市/峨山彝族自治县	
2599	新平彝族傣族自治县	530427	530400	3	云南省/玉溪市/新平彝族傣族自治县	
2600	元江哈尼族彝族傣族自治县	530428	530400	3	云南省/玉溪市/元江哈尼族彝族傣族自治县	
2601	澄江市	530481	530400	3	云南省/玉溪市/澄江市	
2602	保山市	530500	530000	2	云南省/保山市	
2603	隆阳区	530502	530500	3	云南省/保山市/隆阳区	
2604	施甸县	530521	530500	3	云南省/保山市/施甸县	
2605	龙陵县	530523	530500	3	云南省/保山市/龙陵县	
2606	昌宁县	530524	530500	3	云南省/保山市/昌宁县	
2607	腾冲市	530581	530500	3	云南省/保山市/腾冲市	
2608	昭通市	530600	530000	2	云南省/昭通市	
2609	昭阳区	530602	530600	3	云南省/昭通市/昭阳区	
2610	鲁甸县	530621	530600	3	云南省/昭通市/鲁甸县	
2611	巧家县	530622	530600	3	云南省/昭通市/巧家县	
2612	盐津县	530623	530600	3	云南省/昭通市/盐津县	
2613	大关县	530624	530600	3	云南省/昭通市/大关县	
2614	永善县	530625	530600	3	云南省/昭通市/永善县	
2615	绥江县	530626	530600	3	云南省/昭通市/绥江县	
2616	镇雄县	530627	530600	3	云南省/昭通市/镇雄县	
2617	彝良县	530628	530600	3	云南省/昭通市/彝良县	
2618	威信县	530629	530600	3	云南省/昭通市/威信县	
2619	水富市	530681	530600	3	云南省/昭通市/水富市	
2620	丽江市	530700	530000	2	云南省/丽江市	
2621	古城区	530702	530700	3	云南省/丽江市/古城区	
2622	玉龙纳西族自治县	530721	530700	3	云南省/丽江市/玉龙纳西族自治县	
2623	永胜县	530722	530700	3	云南省/丽江市/永胜县	
2624	华坪县	530723	530700	3	云南省/丽江市/华坪县	
2625	宁蒗彝族自治县	530724	530700	3	云南省/丽江市/宁蒗彝族自治县	
2626	普洱市	530800	530000	2	云南省/普洱市	
2627	思茅区	530802	530800	3	云南省/普洱市/思茅区	
2628	宁洱哈尼族彝族自治县	530821	530800	3	云南省/普洱市/宁洱哈尼族彝族自治县	
2629	墨江哈尼族自治县	530822	530800	3	云南省/普洱市/墨江哈尼族自治县	
2630	景东彝族自治县	530823	530800	3	云南省/普洱市/景东彝族自治县	
2631	景谷傣族彝族自治县	530824	530800	3	云南省/普洱市/景谷傣族彝族自治县	
2632	镇沅彝族哈尼族拉祜族自治县	530825	530800	3	云南省/普洱市/镇沅彝族哈尼族拉祜族自治县	
2633	江城哈尼族彝族自治县	530826	530800	3	云南省/普洱市/江城哈尼族彝族自治县	
2634	孟连傣族拉祜族佤族自治县	530827	530800	3	云南省/普洱市/孟连傣族拉祜族佤族自治县	
2635	澜沧拉祜族自治县	530828	530800	3	云南省/普洱市/澜沧拉祜族自治县	
2636	西盟佤族自治县	530829	530800	3	云南省/普洱市/西盟佤族自治县	
2637	临沧市	530900	530000	2	云南省/临沧市	
2638	临翔区	530902	530900	3	云南省/临沧市/临翔区	
2639	凤庆县	530921	530900	3	云南省/临沧市/凤庆县	
2640	云县	530922	530900	3	云南省/临沧市/云县	
2641	永德县	530923	530900	3	云南省/临沧市/永德县	
2642	镇康县	530924	530900	3	云南省/临沧市/镇康县	
2643	双江拉祜族佤族布朗族傣族自治县	530925	530900	3	云南省/临沧市/双江拉祜族佤族布朗族傣族自治县	
2644	耿马傣族佤族自治县	530926	530900	3	云南省/临沧市/耿马傣族佤族自治县	
2645	沧源佤族自治县	530927	530900	3	云南省/临沧市/沧源佤族自治县	
2646	楚雄彝族自治州	532300	530000	2	云南省/楚雄彝族自治州	
2647	楚雄市	532301	532300	3	云南省/楚雄彝族自治州/楚雄市	
2648	双柏县	532322	532300	3	云南省/楚雄彝族自治州/双柏县	
2649	牟定县	532323	532300	3	云南省/楚雄彝族自治州/牟定县	
2650	南华县	532324	532300	3	云南省/楚雄彝族自治州/南华县	
2651	姚安县	532325	532300	3	云南省/楚雄彝族自治州/姚安县	
2652	大姚县	532326	532300	3	云南省/楚雄彝族自治州/大姚县	
2653	永仁县	532327	532300	3	云南省/楚雄彝族自治州/永仁县	
2654	元谋县	532328	532300	3	云南省/楚雄彝族自治州/元谋县	
2655	武定县	532329	532300	3	云南省/楚雄彝族自治州/武定县	
2656	禄丰县	532331	532300	3	云南省/楚雄彝族自治州/禄丰县	
2657	红河哈尼族彝族自治州	532500	530000	2	云南省/红河哈尼族彝族自治州	
2658	个旧市	532501	532500	3	云南省/红河哈尼族彝族自治州/个旧市	
2659	开远市	532502	532500	3	云南省/红河哈尼族彝族自治州/开远市	
2660	蒙自市	532503	532500	3	云南省/红河哈尼族彝族自治州/蒙自市	
2661	弥勒市	532504	532500	3	云南省/红河哈尼族彝族自治州/弥勒市	
2662	屏边苗族自治县	532523	532500	3	云南省/红河哈尼族彝族自治州/屏边苗族自治县	
2663	建水县	532524	532500	3	云南省/红河哈尼族彝族自治州/建水县	
2664	石屏县	532525	532500	3	云南省/红河哈尼族彝族自治州/石屏县	
2665	泸西县	532527	532500	3	云南省/红河哈尼族彝族自治州/泸西县	
2666	元阳县	532528	532500	3	云南省/红河哈尼族彝族自治州/元阳县	
2667	红河县	532529	532500	3	云南省/红河哈尼族彝族自治州/红河县	
2668	金平苗族瑶族傣族自治县	532530	532500	3	云南省/红河哈尼族彝族自治州/金平苗族瑶族傣族自治县	
2669	绿春县	532531	532500	3	云南省/红河哈尼族彝族自治州/绿春县	
2670	河口瑶族自治县	532532	532500	3	云南省/红河哈尼族彝族自治州/河口瑶族自治县	
2671	文山壮族苗族自治州	532600	530000	2	云南省/文山壮族苗族自治州	
2672	文山市	532601	532600	3	云南省/文山壮族苗族自治州/文山市	
2673	砚山县	532622	532600	3	云南省/文山壮族苗族自治州/砚山县	
2674	西畴县	532623	532600	3	云南省/文山壮族苗族自治州/西畴县	
2675	麻栗坡县	532624	532600	3	云南省/文山壮族苗族自治州/麻栗坡县	
2676	马关县	532625	532600	3	云南省/文山壮族苗族自治州/马关县	
2677	丘北县	532626	532600	3	云南省/文山壮族苗族自治州/丘北县	
2678	广南县	532627	532600	3	云南省/文山壮族苗族自治州/广南县	
2679	富宁县	532628	532600	3	云南省/文山壮族苗族自治州/富宁县	
2680	西双版纳傣族自治州	532800	530000	2	云南省/西双版纳傣族自治州	
2681	景洪市	532801	532800	3	云南省/西双版纳傣族自治州/景洪市	
2682	勐海县	532822	532800	3	云南省/西双版纳傣族自治州/勐海县	
2683	勐腊县	532823	532800	3	云南省/西双版纳傣族自治州/勐腊县	
2684	大理白族自治州	532900	530000	2	云南省/大理白族自治州	
2685	大理市	532901	532900	3	云南省/大理白族自治州/大理市	
2686	漾濞彝族自治县	532922	532900	3	云南省/大理白族自治州/漾濞彝族自治县	
2687	祥云县	532923	532900	3	云南省/大理白族自治州/祥云县	
2688	宾川县	532924	532900	3	云南省/大理白族自治州/宾川县	
2689	弥渡县	532925	532900	3	云南省/大理白族自治州/弥渡县	
2690	南涧彝族自治县	532926	532900	3	云南省/大理白族自治州/南涧彝族自治县	
2691	巍山彝族回族自治县	532927	532900	3	云南省/大理白族自治州/巍山彝族回族自治县	
2692	永平县	532928	532900	3	云南省/大理白族自治州/永平县	
2693	云龙县	532929	532900	3	云南省/大理白族自治州/云龙县	
2694	洱源县	532930	532900	3	云南省/大理白族自治州/洱源县	
2695	剑川县	532931	532900	3	云南省/大理白族自治州/剑川县	
2696	鹤庆县	532932	532900	3	云南省/大理白族自治州/鹤庆县	
2697	德宏傣族景颇族自治州	533100	530000	2	云南省/德宏傣族景颇族自治州	
2698	瑞丽市	533102	533100	3	云南省/德宏傣族景颇族自治州/瑞丽市	
2699	芒市	533103	533100	3	云南省/德宏傣族景颇族自治州/芒市	
2700	梁河县	533122	533100	3	云南省/德宏傣族景颇族自治州/梁河县	
2701	盈江县	533123	533100	3	云南省/德宏傣族景颇族自治州/盈江县	
2702	陇川县	533124	533100	3	云南省/德宏傣族景颇族自治州/陇川县	
2703	怒江傈僳族自治州	533300	530000	2	云南省/怒江傈僳族自治州	
2704	泸水市	533301	533300	3	云南省/怒江傈僳族自治州/泸水市	
2705	福贡县	533323	533300	3	云南省/怒江傈僳族自治州/福贡县	
2706	贡山独龙族怒族自治县	533324	533300	3	云南省/怒江傈僳族自治州/贡山独龙族怒族自治县	
2707	兰坪白族普米族自治县	533325	533300	3	云南省/怒江傈僳族自治州/兰坪白族普米族自治县	
2708	迪庆藏族自治州	533400	530000	2	云南省/迪庆藏族自治州	
2709	香格里拉市	533401	533400	3	云南省/迪庆藏族自治州/香格里拉市	
2710	德钦县	533422	533400	3	云南省/迪庆藏族自治州/德钦县	
2711	维西傈僳族自治县	533423	533400	3	云南省/迪庆藏族自治州/维西傈僳族自治县	
2712	西藏自治区	540000	000000	1	西藏自治区	
2713	拉萨市	540100	540000	2	西藏自治区/拉萨市	
2714	城关区	540102	540100	3	西藏自治区/拉萨市/城关区	
2715	堆龙德庆区	540103	540100	3	西藏自治区/拉萨市/堆龙德庆区	
2716	达孜区	540104	540100	3	西藏自治区/拉萨市/达孜区	
2717	林周县	540121	540100	3	西藏自治区/拉萨市/林周县	
2718	当雄县	540122	540100	3	西藏自治区/拉萨市/当雄县	
2719	尼木县	540123	540100	3	西藏自治区/拉萨市/尼木县	
2720	曲水县	540124	540100	3	西藏自治区/拉萨市/曲水县	
2721	墨竹工卡县	540127	540100	3	西藏自治区/拉萨市/墨竹工卡县	
2722	日喀则市	540200	540000	2	西藏自治区/日喀则市	
2723	桑珠孜区	540202	540200	3	西藏自治区/日喀则市/桑珠孜区	
2724	南木林县	540221	540200	3	西藏自治区/日喀则市/南木林县	
2725	江孜县	540222	540200	3	西藏自治区/日喀则市/江孜县	
2726	定日县	540223	540200	3	西藏自治区/日喀则市/定日县	
2727	萨迦县	540224	540200	3	西藏自治区/日喀则市/萨迦县	
2728	拉孜县	540225	540200	3	西藏自治区/日喀则市/拉孜县	
2729	昂仁县	540226	540200	3	西藏自治区/日喀则市/昂仁县	
2730	谢通门县	540227	540200	3	西藏自治区/日喀则市/谢通门县	
2731	白朗县	540228	540200	3	西藏自治区/日喀则市/白朗县	
2732	仁布县	540229	540200	3	西藏自治区/日喀则市/仁布县	
2733	康马县	540230	540200	3	西藏自治区/日喀则市/康马县	
2734	定结县	540231	540200	3	西藏自治区/日喀则市/定结县	
2735	仲巴县	540232	540200	3	西藏自治区/日喀则市/仲巴县	
2736	亚东县	540233	540200	3	西藏自治区/日喀则市/亚东县	
2737	吉隆县	540234	540200	3	西藏自治区/日喀则市/吉隆县	
2738	聂拉木县	540235	540200	3	西藏自治区/日喀则市/聂拉木县	
2739	萨嘎县	540236	540200	3	西藏自治区/日喀则市/萨嘎县	
2740	岗巴县	540237	540200	3	西藏自治区/日喀则市/岗巴县	
2741	昌都市	540300	540000	2	西藏自治区/昌都市	
2742	卡若区	540302	540300	3	西藏自治区/昌都市/卡若区	
2743	江达县	540321	540300	3	西藏自治区/昌都市/江达县	
2744	贡觉县	540322	540300	3	西藏自治区/昌都市/贡觉县	
2745	类乌齐县	540323	540300	3	西藏自治区/昌都市/类乌齐县	
2746	丁青县	540324	540300	3	西藏自治区/昌都市/丁青县	
2747	察雅县	540325	540300	3	西藏自治区/昌都市/察雅县	
2748	八宿县	540326	540300	3	西藏自治区/昌都市/八宿县	
2749	左贡县	540327	540300	3	西藏自治区/昌都市/左贡县	
2750	芒康县	540328	540300	3	西藏自治区/昌都市/芒康县	
2751	洛隆县	540329	540300	3	西藏自治区/昌都市/洛隆县	
2752	边坝县	540330	540300	3	西藏自治区/昌都市/边坝县	
2753	林芝市	540400	540000	2	西藏自治区/林芝市	
2754	巴宜区	540402	540400	3	西藏自治区/林芝市/巴宜区	
2755	工布江达县	540421	540400	3	西藏自治区/林芝市/工布江达县	
2756	米林县	540422	540400	3	西藏自治区/林芝市/米林县	
2757	墨脱县	540423	540400	3	西藏自治区/林芝市/墨脱县	
2758	波密县	540424	540400	3	西藏自治区/林芝市/波密县	
2759	察隅县	540425	540400	3	西藏自治区/林芝市/察隅县	
2760	朗县	540426	540400	3	西藏自治区/林芝市/朗县	
2761	山南市	540500	540000	2	西藏自治区/山南市	
2762	乃东区	540502	540500	3	西藏自治区/山南市/乃东区	
2763	扎囊县	540521	540500	3	西藏自治区/山南市/扎囊县	
2764	贡嘎县	540522	540500	3	西藏自治区/山南市/贡嘎县	
2765	桑日县	540523	540500	3	西藏自治区/山南市/桑日县	
2766	琼结县	540524	540500	3	西藏自治区/山南市/琼结县	
2767	曲松县	540525	540500	3	西藏自治区/山南市/曲松县	
2768	措美县	540526	540500	3	西藏自治区/山南市/措美县	
2769	洛扎县	540527	540500	3	西藏自治区/山南市/洛扎县	
2770	加查县	540528	540500	3	西藏自治区/山南市/加查县	
2771	隆子县	540529	540500	3	西藏自治区/山南市/隆子县	
2772	错那县	540530	540500	3	西藏自治区/山南市/错那县	
2773	浪卡子县	540531	540500	3	西藏自治区/山南市/浪卡子县	
2774	那曲市	540600	540000	2	西藏自治区/那曲市	
2775	色尼区	540602	540600	3	西藏自治区/那曲市/色尼区	
2776	嘉黎县	540621	540600	3	西藏自治区/那曲市/嘉黎县	
2777	比如县	540622	540600	3	西藏自治区/那曲市/比如县	
2778	聂荣县	540623	540600	3	西藏自治区/那曲市/聂荣县	
2779	安多县	540624	540600	3	西藏自治区/那曲市/安多县	
2780	申扎县	540625	540600	3	西藏自治区/那曲市/申扎县	
2781	索县	540626	540600	3	西藏自治区/那曲市/索县	
2782	班戈县	540627	540600	3	西藏自治区/那曲市/班戈县	
2783	巴青县	540628	540600	3	西藏自治区/那曲市/巴青县	
2784	尼玛县	540629	540600	3	西藏自治区/那曲市/尼玛县	
2785	双湖县	540630	540600	3	西藏自治区/那曲市/双湖县	
2786	阿里地区	542500	540000	2	西藏自治区/阿里地区	
2787	普兰县	542521	542500	3	西藏自治区/阿里地区/普兰县	
2788	札达县	542522	542500	3	西藏自治区/阿里地区/札达县	
2789	噶尔县	542523	542500	3	西藏自治区/阿里地区/噶尔县	
2790	日土县	542524	542500	3	西藏自治区/阿里地区/日土县	
2791	革吉县	542525	542500	3	西藏自治区/阿里地区/革吉县	
2792	改则县	542526	542500	3	西藏自治区/阿里地区/改则县	
2793	措勤县	542527	542500	3	西藏自治区/阿里地区/措勤县	
2794	陕西省	610000	000000	1	陕西省	
2795	西安市	610100	610000	2	陕西省/西安市	
2796	新城区	610102	610100	3	陕西省/西安市/新城区	
2797	碑林区	610103	610100	3	陕西省/西安市/碑林区	
2798	莲湖区	610104	610100	3	陕西省/西安市/莲湖区	
2799	灞桥区	610111	610100	3	陕西省/西安市/灞桥区	
2800	未央区	610112	610100	3	陕西省/西安市/未央区	
2801	雁塔区	610113	610100	3	陕西省/西安市/雁塔区	
2802	阎良区	610114	610100	3	陕西省/西安市/阎良区	
2803	临潼区	610115	610100	3	陕西省/西安市/临潼区	
2804	长安区	610116	610100	3	陕西省/西安市/长安区	
2805	高陵区	610117	610100	3	陕西省/西安市/高陵区	
2806	鄠邑区	610118	610100	3	陕西省/西安市/鄠邑区	
2807	蓝田县	610122	610100	3	陕西省/西安市/蓝田县	
2808	周至县	610124	610100	3	陕西省/西安市/周至县	
2809	铜川市	610200	610000	2	陕西省/铜川市	
2810	王益区	610202	610200	3	陕西省/铜川市/王益区	
2811	印台区	610203	610200	3	陕西省/铜川市/印台区	
2812	耀州区	610204	610200	3	陕西省/铜川市/耀州区	
2813	宜君县	610222	610200	3	陕西省/铜川市/宜君县	
2814	宝鸡市	610300	610000	2	陕西省/宝鸡市	
2815	渭滨区	610302	610300	3	陕西省/宝鸡市/渭滨区	
2816	金台区	610303	610300	3	陕西省/宝鸡市/金台区	
2817	陈仓区	610304	610300	3	陕西省/宝鸡市/陈仓区	
2818	凤翔县	610322	610300	3	陕西省/宝鸡市/凤翔县	
2819	岐山县	610323	610300	3	陕西省/宝鸡市/岐山县	
2820	扶风县	610324	610300	3	陕西省/宝鸡市/扶风县	
2821	眉县	610326	610300	3	陕西省/宝鸡市/眉县	
2822	陇县	610327	610300	3	陕西省/宝鸡市/陇县	
2823	千阳县	610328	610300	3	陕西省/宝鸡市/千阳县	
2824	麟游县	610329	610300	3	陕西省/宝鸡市/麟游县	
2825	凤县	610330	610300	3	陕西省/宝鸡市/凤县	
2826	太白县	610331	610300	3	陕西省/宝鸡市/太白县	
2827	咸阳市	610400	610000	2	陕西省/咸阳市	
2828	秦都区	610402	610400	3	陕西省/咸阳市/秦都区	
2829	杨陵区	610403	610400	3	陕西省/咸阳市/杨陵区	
2830	渭城区	610404	610400	3	陕西省/咸阳市/渭城区	
2831	三原县	610422	610400	3	陕西省/咸阳市/三原县	
2832	泾阳县	610423	610400	3	陕西省/咸阳市/泾阳县	
2833	乾县	610424	610400	3	陕西省/咸阳市/乾县	
2834	礼泉县	610425	610400	3	陕西省/咸阳市/礼泉县	
2835	永寿县	610426	610400	3	陕西省/咸阳市/永寿县	
2836	长武县	610428	610400	3	陕西省/咸阳市/长武县	
2837	旬邑县	610429	610400	3	陕西省/咸阳市/旬邑县	
2838	淳化县	610430	610400	3	陕西省/咸阳市/淳化县	
2839	武功县	610431	610400	3	陕西省/咸阳市/武功县	
2840	兴平市	610481	610400	3	陕西省/咸阳市/兴平市	
2841	彬州市	610482	610400	3	陕西省/咸阳市/彬州市	
2842	渭南市	610500	610000	2	陕西省/渭南市	
2843	临渭区	610502	610500	3	陕西省/渭南市/临渭区	
2844	华州区	610503	610500	3	陕西省/渭南市/华州区	
2845	潼关县	610522	610500	3	陕西省/渭南市/潼关县	
2846	大荔县	610523	610500	3	陕西省/渭南市/大荔县	
2847	合阳县	610524	610500	3	陕西省/渭南市/合阳县	
2848	澄城县	610525	610500	3	陕西省/渭南市/澄城县	
2849	蒲城县	610526	610500	3	陕西省/渭南市/蒲城县	
2850	白水县	610527	610500	3	陕西省/渭南市/白水县	
2851	富平县	610528	610500	3	陕西省/渭南市/富平县	
2852	韩城市	610581	610500	3	陕西省/渭南市/韩城市	
2853	华阴市	610582	610500	3	陕西省/渭南市/华阴市	
2854	延安市	610600	610000	2	陕西省/延安市	
2855	宝塔区	610602	610600	3	陕西省/延安市/宝塔区	
2856	安塞区	610603	610600	3	陕西省/延安市/安塞区	
2857	延长县	610621	610600	3	陕西省/延安市/延长县	
2858	延川县	610622	610600	3	陕西省/延安市/延川县	
2859	志丹县	610625	610600	3	陕西省/延安市/志丹县	
2860	吴起县	610626	610600	3	陕西省/延安市/吴起县	
2861	甘泉县	610627	610600	3	陕西省/延安市/甘泉县	
2862	富县	610628	610600	3	陕西省/延安市/富县	
2863	洛川县	610629	610600	3	陕西省/延安市/洛川县	
2864	宜川县	610630	610600	3	陕西省/延安市/宜川县	
2865	黄龙县	610631	610600	3	陕西省/延安市/黄龙县	
2866	黄陵县	610632	610600	3	陕西省/延安市/黄陵县	
2867	子长市	610681	610600	3	陕西省/延安市/子长市	
2868	汉中市	610700	610000	2	陕西省/汉中市	
2869	汉台区	610702	610700	3	陕西省/汉中市/汉台区	
2870	南郑区	610703	610700	3	陕西省/汉中市/南郑区	
2871	城固县	610722	610700	3	陕西省/汉中市/城固县	
2872	洋县	610723	610700	3	陕西省/汉中市/洋县	
2873	西乡县	610724	610700	3	陕西省/汉中市/西乡县	
2874	勉县	610725	610700	3	陕西省/汉中市/勉县	
2875	宁强县	610726	610700	3	陕西省/汉中市/宁强县	
2876	略阳县	610727	610700	3	陕西省/汉中市/略阳县	
2877	镇巴县	610728	610700	3	陕西省/汉中市/镇巴县	
2878	留坝县	610729	610700	3	陕西省/汉中市/留坝县	
2879	佛坪县	610730	610700	3	陕西省/汉中市/佛坪县	
2880	榆林市	610800	610000	2	陕西省/榆林市	
2881	榆阳区	610802	610800	3	陕西省/榆林市/榆阳区	
2882	横山区	610803	610800	3	陕西省/榆林市/横山区	
2883	府谷县	610822	610800	3	陕西省/榆林市/府谷县	
2884	靖边县	610824	610800	3	陕西省/榆林市/靖边县	
2885	定边县	610825	610800	3	陕西省/榆林市/定边县	
2886	绥德县	610826	610800	3	陕西省/榆林市/绥德县	
2887	米脂县	610827	610800	3	陕西省/榆林市/米脂县	
2888	佳县	610828	610800	3	陕西省/榆林市/佳县	
2889	吴堡县	610829	610800	3	陕西省/榆林市/吴堡县	
2890	清涧县	610830	610800	3	陕西省/榆林市/清涧县	
2891	子洲县	610831	610800	3	陕西省/榆林市/子洲县	
2892	神木市	610881	610800	3	陕西省/榆林市/神木市	
2893	安康市	610900	610000	2	陕西省/安康市	
2894	汉滨区	610902	610900	3	陕西省/安康市/汉滨区	
2895	汉阴县	610921	610900	3	陕西省/安康市/汉阴县	
2896	石泉县	610922	610900	3	陕西省/安康市/石泉县	
2897	宁陕县	610923	610900	3	陕西省/安康市/宁陕县	
2898	紫阳县	610924	610900	3	陕西省/安康市/紫阳县	
2899	岚皋县	610925	610900	3	陕西省/安康市/岚皋县	
2900	平利县	610926	610900	3	陕西省/安康市/平利县	
2901	镇坪县	610927	610900	3	陕西省/安康市/镇坪县	
2902	旬阳县	610928	610900	3	陕西省/安康市/旬阳县	
2903	白河县	610929	610900	3	陕西省/安康市/白河县	
2904	商洛市	611000	610000	2	陕西省/商洛市	
2905	商州区	611002	611000	3	陕西省/商洛市/商州区	
2906	洛南县	611021	611000	3	陕西省/商洛市/洛南县	
2907	丹凤县	611022	611000	3	陕西省/商洛市/丹凤县	
2908	商南县	611023	611000	3	陕西省/商洛市/商南县	
2909	山阳县	611024	611000	3	陕西省/商洛市/山阳县	
2910	镇安县	611025	611000	3	陕西省/商洛市/镇安县	
2911	柞水县	611026	611000	3	陕西省/商洛市/柞水县	
2912	甘肃省	620000	000000	1	甘肃省	
2913	兰州市	620100	620000	2	甘肃省/兰州市	
2914	城关区	620102	620100	3	甘肃省/兰州市/城关区	
2915	七里河区	620103	620100	3	甘肃省/兰州市/七里河区	
2916	西固区	620104	620100	3	甘肃省/兰州市/西固区	
2917	安宁区	620105	620100	3	甘肃省/兰州市/安宁区	
2918	红古区	620111	620100	3	甘肃省/兰州市/红古区	
2919	永登县	620121	620100	3	甘肃省/兰州市/永登县	
2920	皋兰县	620122	620100	3	甘肃省/兰州市/皋兰县	
2921	榆中县	620123	620100	3	甘肃省/兰州市/榆中县	
2922	嘉峪关市	620200	620000	2	甘肃省/嘉峪关市	
2923	金昌市	620300	620000	2	甘肃省/金昌市	
2924	金川区	620302	620300	3	甘肃省/金昌市/金川区	
2925	永昌县	620321	620300	3	甘肃省/金昌市/永昌县	
2926	白银市	620400	620000	2	甘肃省/白银市	
2927	白银区	620402	620400	3	甘肃省/白银市/白银区	
2928	平川区	620403	620400	3	甘肃省/白银市/平川区	
2929	靖远县	620421	620400	3	甘肃省/白银市/靖远县	
2930	会宁县	620422	620400	3	甘肃省/白银市/会宁县	
2931	景泰县	620423	620400	3	甘肃省/白银市/景泰县	
2932	天水市	620500	620000	2	甘肃省/天水市	
2933	秦州区	620502	620500	3	甘肃省/天水市/秦州区	
2934	麦积区	620503	620500	3	甘肃省/天水市/麦积区	
2935	清水县	620521	620500	3	甘肃省/天水市/清水县	
2936	秦安县	620522	620500	3	甘肃省/天水市/秦安县	
2937	甘谷县	620523	620500	3	甘肃省/天水市/甘谷县	
2938	武山县	620524	620500	3	甘肃省/天水市/武山县	
2939	张家川回族自治县	620525	620500	3	甘肃省/天水市/张家川回族自治县	
2940	武威市	620600	620000	2	甘肃省/武威市	
2941	凉州区	620602	620600	3	甘肃省/武威市/凉州区	
2942	民勤县	620621	620600	3	甘肃省/武威市/民勤县	
2943	古浪县	620622	620600	3	甘肃省/武威市/古浪县	
2944	天祝藏族自治县	620623	620600	3	甘肃省/武威市/天祝藏族自治县	
2945	张掖市	620700	620000	2	甘肃省/张掖市	
2946	甘州区	620702	620700	3	甘肃省/张掖市/甘州区	
2947	肃南裕固族自治县	620721	620700	3	甘肃省/张掖市/肃南裕固族自治县	
2948	民乐县	620722	620700	3	甘肃省/张掖市/民乐县	
2949	临泽县	620723	620700	3	甘肃省/张掖市/临泽县	
2950	高台县	620724	620700	3	甘肃省/张掖市/高台县	
2951	山丹县	620725	620700	3	甘肃省/张掖市/山丹县	
2952	平凉市	620800	620000	2	甘肃省/平凉市	
2953	崆峒区	620802	620800	3	甘肃省/平凉市/崆峒区	
2954	泾川县	620821	620800	3	甘肃省/平凉市/泾川县	
2955	灵台县	620822	620800	3	甘肃省/平凉市/灵台县	
2956	崇信县	620823	620800	3	甘肃省/平凉市/崇信县	
